ID,Name,Artists,Streams,S.Week,BB.Week
15505,goosebumps,Travis Scott,2024740,2018-08-31,2018-09-01
15506,Champion,NAV,2024364,2018-08-31,2018-09-01
15507,5% TINT,Travis Scott,2024225,2018-08-31,2018-09-01
15508,Powerglide,Rae Sremmurd,2023392,2018-08-31,2018-09-01
15509,Roll In Peace,Kodak Black,2007022,2018-08-31,2018-09-01
15510,Life Goes On,Lil Baby,2003573,2018-08-31,2018-09-01
15511,HUMBLE.,Kendrick Lamar,2002106,2018-08-31,2018-09-01
15512,The Middle,Zedd,1974275,2018-08-31,2018-09-01
15513,PICK IT UP,Famous Dex,1929061,2018-08-31,2018-09-01
15514,Call Out My Name,The Weeknd,1927419,2018-08-31,2018-09-01
15515,Red Roses,Lil Skies,1926113,2018-08-31,2018-09-01
15516,Leave Me Alone,Flipp Dinero,1921153,2018-08-31,2018-09-01
15517,Thunderclouds,Sia,1918316,2018-08-31,2018-09-01
15518,Nevermind,Dennis Lloyd,1914191,2018-08-31,2018-09-01
15519,APESHIT,The Carters,1910122,2018-08-31,2018-09-01
15520,Tequila,Dan + Shay,1904949,2018-08-31,2018-09-01
15521,you should see me in a crown,Billie Eilish,1849045,2018-08-31,2018-09-01
15522,Stay,Post Malone,1836237,2018-08-31,2018-09-01
15523,Thunder,Imagine Dragons,1821313,2018-08-31,2018-09-01
15524,WHO? WHAT!,Travis Scott,1819284,2018-08-31,2018-09-01
15525,Heaven,Kane Brown,1817478,2018-08-31,2018-09-01
15526,Bounce Out With That,YBN Nahmir,1816215,2018-08-31,2018-09-01
15527,Playinwitme,KYLE,1813666,2018-08-31,2018-09-01
15528,HOUSTONFORNICATION,Travis Scott,1811408,2018-08-31,2018-09-01
15529,Magic In The Hamptons,Social House,1810254,2018-08-31,2018-09-01
15530,Havana,Camila Cabello,1809270,2018-08-31,2018-09-01
15531,This Is America,Childish Gambino,1805275,2018-08-31,2018-09-01
15532,Unica,Ozuna,1804105,2018-08-31,2018-09-01
15533,Head On,YoungBoy Never Broke Again,1797173,2018-08-31,2018-09-01
15534,Don't Leave Me Alone,David Guetta,1796260,2018-08-31,2018-09-01
15535,NC-17,Travis Scott,1785956,2018-08-31,2018-09-01
15536,Young Dumb & Broke,Khalid,1777957,2018-08-31,2018-09-01
15537,Simple,Florida Georgia Line,1766118,2018-08-31,2018-09-01
15538,Bigger Than You,2 Chainz,1765943,2018-08-31,2018-09-01
15539,Location,Khalid,1759946,2018-08-31,2018-09-01
15540,Side Effects,The Chainsmokers,1756222,2018-08-31,2018-09-01
15541,Stir Fry,Migos,1753669,2018-08-31,2018-09-01
15542,Believer,Imagine Dragons,1736543,2018-08-31,2018-09-01
15543,King's Dead,"Jay Rock, Kendrick Lamar, Future, James Blake",1733477,2018-08-31,2018-09-01
15544,Betrayed,Lil Xan,1723730,2018-08-31,2018-09-01
15545,Bank Account,21 Savage,1721182,2018-08-31,2018-09-01
15546,Ocean,Martin Garrix,1717044,2018-08-31,2018-09-01
15547,All The Stars,"Kendrick Lamar, SZA",1702294,2018-08-31,2018-09-01
15548,Better Off,Ariana Grande,1702121,2018-08-31,2018-09-01
15549,Rich & Sad,Post Malone,1697896,2018-08-31,2018-09-01
15550,Black & White,Juice WRLD,1688404,2018-08-31,2018-09-01
15551,Creeping,Lil Skies,1685519,2018-08-31,2018-09-01
15552,Dark Knight Dummo,Trippie Redd,1680992,2018-08-31,2018-09-01
15553,Successful,Ariana Grande,1680606,2018-08-31,2018-09-01
15554,NUMB,XXXTENTACION,1674343,2018-08-31,2018-09-01
15555,Me Dijeron,Ozuna,1666962,2018-08-31,2018-09-01
15556,TATI,6ix9ine,1665939,2018-08-31,2018-09-01
15557,Paranoid,Post Malone,1663773,2018-08-31,2018-09-01
15558,ASTROTHUNDER,Travis Scott,1660913,2018-08-31,2018-09-01
15559,Ibiza,Ozuna,1657019,2018-08-31,2018-09-01
15560,Aura,Ozuna,1649369,2018-08-31,2018-09-01
15561,idontwannabeyouanymore,Billie Eilish,1629809,2018-08-31,2018-09-01
15562,Bodak Yellow,Cardi B,1619564,2018-08-31,2018-09-01
15563,Chun-Li,Nicki Minaj,1611402,2018-08-31,2018-09-01
15564,Get Well Soon,Ariana Grande,1610018,2018-08-31,2018-09-01
15565,1-800-273-8255,Logic,1594107,2018-08-31,2018-09-01
15566,Freaky Friday,Lil Dicky,1584709,2018-08-31,2018-09-01
15567,The Way Life Goes,Lil Uzi Vert,1581151,2018-08-31,2018-09-01
15568,Africa,Toto,1568305,2018-08-31,2018-09-01
15569,Beautiful Crazy,Luke Combs,1568153,2018-08-31,2018-09-01
15570,ocean eyes,Billie Eilish,1564602,2018-08-31,2018-09-01
15571,Raindrops (An Angel Cried),Ariana Grande,1557693,2018-08-31,2018-09-01
15572,2002,Anne-Marie,1554247,2018-08-31,2018-09-01
15573,Bed,Nicki Minaj,1549412,2018-08-31,2018-09-01
15574,The Light Is Coming,Ariana Grande,1539231,2018-08-31,2018-09-01
15575,LOVE.,Kendrick Lamar,1538279,2018-08-31,2018-09-01
15576,Plain Jane,A$AP Ferg,1537156,2018-08-31,2018-09-01
15577,FRIENDS,Marshmello,1535478,2018-08-31,2018-09-01
15578,Let You Down,NF,1533978,2018-08-31,2018-09-01
15579,You Make It Easy,Jason Aldean,1529798,2018-08-31,2018-09-01
15580,broken,lovelytheband,1517005,2018-08-31,2018-09-01
15581,SKELETONS,Travis Scott,1514123,2018-08-31,2018-09-01
15582,KOD,J. Cole,1511872,2018-08-31,2018-09-01
15583,Speechless,Dan + Shay,1506202,2018-08-31,2018-09-01
15584,Shape of You,Ed Sheeran,1504044,2018-08-31,2018-09-01
15585,MotorSport,Migos,1502725,2018-08-31,2018-09-01
15586,I Don't Wanna Do This Anymore,XXXTENTACION,1494471,2018-08-31,2018-09-01
15587,Best Part,H.E.R.,1491736,2018-08-31,2018-09-01
15588,Euphoria,BTS,1479490,2018-08-31,2018-09-01
15589,Fr Fr,Wiz Khalifa,1470897,2018-08-31,2018-09-01
15590,No Limit,G-Eazy,1468551,2018-08-31,2018-09-01
15591,Connection,OneRepublic,1465340,2018-08-31,2018-09-01
15592,Carry On,XXXTENTACION,1458856,2018-08-31,2018-09-01
15593,Outside Today,YoungBoy Never Broke Again,1453741,2018-08-31,2018-09-01
15594,Born To Be Yours,Kygo,1452144,2018-08-31,2018-09-01
15595,All Mine,Kanye West,15792629,2018-06-08,2018-06-09
15596,Ghost Town,Kanye West,13527840,2018-06-08,2018-06-09
15597,Yikes,Kanye West,13165232,2018-06-08,2018-06-09
15598,Lucid Dreams,Juice WRLD,11957949,2018-06-08,2018-06-09
15599,Nice For What,Drake,10489715,2018-06-08,2018-06-09
15600,Wouldn't Leave,Kanye West,10139114,2018-06-08,2018-06-09
15601,Yes Indeed,Lil Baby,10110671,2018-06-08,2018-06-09
15602,I Thought About Killing You,Kanye West,9503189,2018-06-08,2018-06-09
15603,Violent Crimes,Kanye West,9491374,2018-06-08,2018-06-09
15604,Better Now,Post Malone,9314033,2018-06-08,2018-06-09
15605,No Mistakes,Kanye West,8773808,2018-06-08,2018-06-09
15606,I Like It,Cardi B,8430106,2018-06-08,2018-06-09
15607,Psycho,Post Malone,7902801,2018-06-08,2018-06-09
15608,This Is America,Childish Gambino,7606188,2018-06-08,2018-06-09
15609,God's Plan,Drake,7579426,2018-06-08,2018-06-09
15610,I'm Upset,Drake,7201826,2018-06-08,2018-06-09
15611,Look Alive,BlocBoy JB,6555677,2018-06-08,2018-06-09
15612,All Girls Are The Same,Juice WRLD,5850926,2018-06-08,2018-06-09
15613,Girls Like You,Maroon 5,5686217,2018-06-08,2018-06-09
15614,Taste,Tyga,5556732,2018-06-08,2018-06-09
15615,rockstar,Post Malone,5530562,2018-06-08,2018-06-09
15616,Back To You,Selena Gomez,5363011,2018-06-08,2018-06-09
15617,SAD!,XXXTENTACION,5091216,2018-06-08,2018-06-09
15618,Plug Walk,Rich The Kid,5026890,2018-06-08,2018-06-09
15619,Praise The Lord (Da Shine),A$AP Rocky,5015125,2018-06-08,2018-06-09
15620,No Tears Left To Cry,Ariana Grande,4919404,2018-06-08,2018-06-09
15621,Ric Flair Drip (& Metro Boomin),Offset,4871461,2018-06-08,2018-06-09
15622,Ball For Me,Post Malone,4720539,2018-06-08,2018-06-09
15623,lovely,"Billie Eilish, Khalid",4689213,2018-06-08,2018-06-09
15624,Playinwitme,KYLE,4663429,2018-06-08,2018-06-09
15625,Walk It Talk It,Migos,4523674,2018-06-08,2018-06-09
15626,Youngblood,5 Seconds of Summer,4513027,2018-06-08,2018-06-09
15627,Paranoid,Post Malone,4492405,2018-06-08,2018-06-09
15628,OTW,Khalid,4437503,2018-06-08,2018-06-09
15629,Love Lies,"Khalid, Normani",4265037,2018-06-08,2018-06-09
15630,Powerglide,Rae Sremmurd,4178108,2018-06-08,2018-06-09
15631,JAPAN,Famous Dex,4148552,2018-06-08,2018-06-09
15632,Spoil My Night,Post Malone,4117490,2018-06-08,2018-06-09
15633,I Fall Apart,Post Malone,4104481,2018-06-08,2018-06-09
15634,Shoota,Playboi Carti,4078960,2018-06-08,2018-06-09
15635,Meant to Be,Bebe Rexha,4063266,2018-06-08,2018-06-09
15636,Candy Paint,Post Malone,3979873,2018-06-08,2018-06-09
15637,Stay,Post Malone,3915791,2018-06-08,2018-06-09
15638,Call Out My Name,The Weeknd,3878359,2018-06-08,2018-06-09
15639,One Kiss,"Calvin Harris, Dua Lipa",3866945,2018-06-08,2018-06-09
15640,Rich & Sad,Post Malone,3839368,2018-06-08,2018-06-09
15641,Watch,Travis Scott,3798611,2018-06-08,2018-06-09
15642,KOD,J. Cole,3721651,2018-06-08,2018-06-09
15643,Te Boté - Remix,Nio Garcia,3644079,2018-06-08,2018-06-09
15644,TATI,6ix9ine,3581325,2018-06-08,2018-06-09
15645,New Light,John Mayer,3423036,2018-06-08,2018-06-09
15646,Freaky Friday,Lil Dicky,3392110,2018-06-08,2018-06-09
15647,King's Dead,"Jay Rock, Kendrick Lamar, Future, James Blake",3326807,2018-06-08,2018-06-09
15648,The Middle,Zedd,3304156,2018-06-08,2018-06-09
15649,All The Stars,"Kendrick Lamar, SZA",3281261,2018-06-08,2018-06-09
15650,Mine,Bazzi,3252305,2018-06-08,2018-06-09
15651,Youth feat. Khalid,Shawn Mendes,3244681,2018-06-08,2018-06-09
15652,In My Blood,Shawn Mendes,3160738,2018-06-08,2018-06-09
15653,Solo,Clean Bandit,3152692,2018-06-08,2018-06-09
15654,XO TOUR Llif3,Lil Uzi Vert,2978399,2018-06-08,2018-06-09
15655,Champion,NAV,2952896,2018-06-08,2018-06-09
15656,FRIENDS,Marshmello,2906277,2018-06-08,2018-06-09
15657,92 Explorer,Post Malone,2893105,2018-06-08,2018-06-09
15658,Over Now,Post Malone,2870237,2018-06-08,2018-06-09
15659,Stir Fry,Migos,2860320,2018-06-08,2018-06-09
15660,Be Careful,Cardi B,2788054,2018-06-08,2018-06-09
15661,PICK IT UP,Famous Dex,2750556,2018-06-08,2018-06-09
15662,FAKE LOVE,BTS,2723398,2018-06-08,2018-06-09
15663,Moonlight,XXXTENTACION,2710843,2018-06-08,2018-06-09
15664,Heaven,Kane Brown,2706632,2018-06-08,2018-06-09
15665,Congratulations,Post Malone,2692422,2018-06-08,2018-06-09
15666,Zack And Codeine,Post Malone,2631846,2018-06-08,2018-06-09
15667,Red Roses,Lil Skies,2611416,2018-06-08,2018-06-09
15668,Simple,Florida Georgia Line,2584447,2018-06-08,2018-06-09
15669,HUMBLE.,Kendrick Lamar,2574595,2018-06-08,2018-06-09
15670,Nervous,Shawn Mendes,2564007,2018-06-08,2018-06-09
15671,Somebody,The Chainsmokers,2528315,2018-06-08,2018-06-09
15672,Jackie Chan,Tiësto,2512013,2018-06-08,2018-06-09
15673,Takin' Shots,Post Malone,2475237,2018-06-08,2018-06-09
15674,Same Bitches,Post Malone,2458655,2018-06-08,2018-06-09
15675,Chun-Li,Nicki Minaj,2458101,2018-06-08,2018-06-09
15676,Esskeetit,Lil Pump,2446093,2018-06-08,2018-06-09
15677,goosebumps,Travis Scott,2402086,2018-06-08,2018-06-09
15678,Young Dumb & Broke,Khalid,2376446,2018-06-08,2018-06-09
15679,Lust,Lil Skies,2372240,2018-06-08,2018-06-09
15680,1942,G-Eazy,2345845,2018-06-08,2018-06-09
15681,Jocelyn Flores,XXXTENTACION,2326269,2018-06-08,2018-06-09
15682,Welcome to the Party,"Diplo, French Montana, Lil Pump,",2321234,2018-06-08,2018-06-09
15683,Boo'd Up,Ella Mai,2290162,2018-06-08,2018-06-09
15684,Nowadays,Lil Skies,2287603,2018-06-08,2018-06-09
15685,Havana,Camila Cabello,2284191,2018-06-08,2018-06-09
15686,Plain Jane,A$AP Ferg,2249771,2018-06-08,2018-06-09
15687,X,Nicky Jam,2244447,2018-06-08,2018-06-09
15688,Location,Khalid,2198201,2018-06-08,2018-06-09
15689,2002,Anne-Marie,2188604,2018-06-08,2018-06-09
15690,Kevin’s Heart,J. Cole,2181826,2018-06-08,2018-06-09
15691,Bank Account,21 Savage,2164875,2018-06-08,2018-06-09
15692,Lean Wit Me,Juice WRLD,2150163,2018-06-08,2018-06-09
15693,Tequila,Dan + Shay,2142932,2018-06-08,2018-06-09
15694,If You Know You Know,Pusha T,2120746,2018-06-08,2018-06-09
15695,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,2118266,2018-06-08,2018-06-09
15696,Everyday,Logic,2084849,2018-06-08,2018-06-09
15697,Otherside,Post Malone,2070089,2018-06-08,2018-06-09
15698,Outside Today,YoungBoy Never Broke Again,2066226,2018-06-08,2018-06-09
15699,Bounce Out With That,YBN Nahmir,2065001,2018-06-08,2018-06-09
15700,Nevermind,Dennis Lloyd,2048953,2018-06-08,2018-06-09
15701,BUTTERFLY EFFECT,Travis Scott,2035266,2018-06-08,2018-06-09
15702,LOVE.,Kendrick Lamar,2035247,2018-06-08,2018-06-09
15703,Fuck Love,XXXTENTACION,2023498,2018-06-08,2018-06-09
15704,Bodak Yellow,Cardi B,2019235,2018-06-08,2018-06-09
15705,New Freezer,Rich The Kid,2011708,2018-06-08,2018-06-09
15706,Never Be the Same,Camila Cabello,2009900,2018-06-08,2018-06-09
15707,Bartier Cardi,Cardi B,1983385,2018-06-08,2018-06-09
15708,Betrayed,Lil Xan,1975791,2018-06-08,2018-06-09
15709,Pray For Me,"The Weeknd, Kendrick Lamar",1966627,2018-06-08,2018-06-09
15710,Audio,Sia,1927269,2018-06-08,2018-06-09
15711,Motiv8,J. Cole,1923443,2018-06-08,2018-06-09
15712,1-800-273-8255,Logic,1908729,2018-06-08,2018-06-09
15713,Silence,Marshmello,1904960,2018-06-08,2018-06-09
15714,IDGAF,Dua Lipa,1898639,2018-06-08,2018-06-09
15715,Start Again,OneRepublic,1895441,2018-06-08,2018-06-09
15716,Blame It On Me,Post Malone,1892909,2018-06-08,2018-06-09
15717,You Make It Easy,Jason Aldean,1892232,2018-06-08,2018-06-09
15718,Thunder,Imagine Dragons,1887473,2018-06-08,2018-06-09
15719,No Limit,G-Eazy,1887098,2018-06-08,2018-06-09
15720,Marry Me,Thomas Rhett,1873837,2018-06-08,2018-06-09
15721,changes,XXXTENTACION,1865345,2018-06-08,2018-06-09
15722,Creeping,Lil Skies,1862878,2018-06-08,2018-06-09
15723,Give Yourself A Try,The 1975,1849130,2018-06-08,2018-06-09
15724,Sugar Wraith,Post Malone,1847765,2018-06-08,2018-06-09
15725,Singles You Up,Jordan Davis,1845902,2018-06-08,2018-06-09
15726,Redbone,Childish Gambino,1844276,2018-06-08,2018-06-09
15727,MotorSport,Migos,1843499,2018-06-08,2018-06-09
15728,Wanted You,NAV,1821160,2018-06-08,2018-06-09
15729,Sky Walker,Miguel,1815510,2018-06-08,2018-06-09
15730,Life Goes On,Lil Baby,1811136,2018-06-08,2018-06-09
15731,Finesse - Remix; feat. Cardi B,Bruno Mars,1807399,2018-06-08,2018-06-09
15732,Unforgettable,French Montana,1801366,2018-06-08,2018-06-09
15733,Beautiful Crazy,Luke Combs,1799930,2018-06-08,2018-06-09
15734,Delicate,Taylor Swift,1789707,2018-06-08,2018-06-09
15735,I Know You,Lil Skies,1783659,2018-06-08,2018-06-09
15736,New Rules,Dua Lipa,1783236,2018-06-08,2018-06-09
15737,When It Rains It Pours,Luke Combs,1781584,2018-06-08,2018-06-09
15738,I Do,Cardi B,1781422,2018-06-08,2018-06-09
15739,Believer,Imagine Dragons,1773590,2018-06-08,2018-06-09
15740,Done for Me,Charlie Puth,1770295,2018-06-08,2018-06-09
15741,I Like Me Better,Lauv,1759966,2018-06-08,2018-06-09
15742,One Number Away,Luke Combs,1741688,2018-06-08,2018-06-09
15743,I Get The Bag,Gucci Mane,1738984,2018-06-08,2018-06-09
15744,No Role Modelz,J. Cole,1734659,2018-06-08,2018-06-09
15745,Let You Down,NF,1726485,2018-06-08,2018-06-09
15746,ATM,J. Cole,1717556,2018-06-08,2018-06-09
15747,Perfect,Ed Sheeran,1715400,2018-06-08,2018-06-09
15748,The Way Life Goes,Lil Uzi Vert,1713725,2018-06-08,2018-06-09
15749,The Night We Met,Lord Huron,1705602,2018-06-08,2018-06-09
15750,Body Like A Back Road,Sam Hunt,1696656,2018-06-08,2018-06-09
15751,Drip,Cardi B,1694889,2018-06-08,2018-06-09
15752,The Games We Play,Pusha T,1693159,2018-06-08,2018-06-09
15753,Codeine Dreaming,Kodak Black,1684738,2018-06-08,2018-06-09
15754,Remind Me to Forget,Kygo,1672583,2018-06-08,2018-06-09
15755,Lost In Japan,Shawn Mendes,1672419,2018-06-08,2018-06-09
15756,Go Flex,Post Malone,1666799,2018-06-08,2018-06-09
15757,Africa,Toto,1655420,2018-06-08,2018-06-09
15758,I'll Be There,Jess Glynne,1651220,2018-06-08,2018-06-09
15759,White Iverson,Post Malone,1635446,2018-06-08,2018-06-09
15760,1985 - Intro to “The Fall Off”,J. Cole,1628836,2018-06-08,2018-06-09
15761,Flames,David Guetta,1607623,2018-06-08,2018-06-09
15762,Clout,Ty Dolla $ign,1606800,2018-06-08,2018-06-09
15763,Shape of You,Ed Sheeran,1597531,2018-06-08,2018-06-09
15764,Rubbin Off The Paint,YBN Nahmir,1596357,2018-06-08,2018-06-09
15765,Guatemala - From Swaecation,Rae Sremmurd,1592184,2018-06-08,2018-06-09
15766,Hurricane,Luke Combs,1587288,2018-06-08,2018-06-09
15767,Whatever It Takes,Imagine Dragons,1584120,2018-06-08,2018-06-09
15768,What Would Meek Do?,Pusha T,1577298,2018-06-08,2018-06-09
15769,Drowning,A Boogie Wit da Hoodie,1574388,2018-06-08,2018-06-09
15770,Sorry Not Sorry,Demi Lovato,1548302,2018-06-08,2018-06-09
15771,Sangria Wine,Pharrell Williams,1537914,2018-06-08,2018-06-09
15772,DNA.,Kendrick Lamar,1523059,2018-06-08,2018-06-09
15773,What Ifs,Kane Brown,1514194,2018-06-08,2018-06-09
15774,Humility,Gorillaz,1506256,2018-06-08,2018-06-09
15775,Programs,Mac Miller,1496460,2018-06-08,2018-06-09
15776,Everybody Dies In Their Nightmares,XXXTENTACION,1496189,2018-06-08,2018-06-09
15777,Lift Yourself,Kanye West,1495960,2018-06-08,2018-06-09
15778,GOTTI,6ix9ine,1494649,2018-06-08,2018-06-09
15779,Jettski Grizzley,Tee Grizzley,1479769,2018-06-08,2018-06-09
15780,Passionfruit,Drake,1468671,2018-06-08,2018-06-09
15781,All on Me,Devin Dawson,1458488,2018-06-08,2018-06-09
15782,ocean eyes,Billie Eilish,1447749,2018-06-08,2018-06-09
15783,Familiar,Liam Payne,1438336,2018-06-08,2018-06-09
15784,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,1427219,2018-06-08,2018-06-09
15785,One Dance,Drake,1423359,2018-06-08,2018-06-09
15786,Jump,"Julia Michaels, Trippie Redd",1422987,2018-06-08,2018-06-09
15787,Losin Control,Russ,1422081,2018-06-08,2018-06-09
15788,Love Galore,SZA,1420813,2018-06-08,2018-06-09
15789,A$AP Forever REMIX,A$AP Rocky,1420339,2018-06-08,2018-06-09
15790,I Wanna Know,NOTD,1410904,2018-06-08,2018-06-09
15791,Roll In Peace,Kodak Black,1407118,2018-06-08,2018-06-09
15792,Say You Won't Let Go,James Arthur,1406439,2018-06-08,2018-06-09
15793,Yours,Russell Dickerson,1401552,2018-06-08,2018-06-09
15794,Wait,Maroon 5,1400813,2018-06-08,2018-06-09
15795,rockstar,Post Malone,12722566,2017-12-01,2017-12-02
15796,Gucci Gang,Lil Pump,8786208,2017-12-01,2017-12-02
15797,I Fall Apart,Post Malone,7141154,2017-12-01,2017-12-02
15798,Havana,Camila Cabello,6175956,2017-12-01,2017-12-02
15799,Candy Paint,Post Malone,6172064,2017-12-01,2017-12-02
15800,Ric Flair Drip (& Metro Boomin),Offset,6129485,2017-12-01,2017-12-02
15801,No Limit,G-Eazy,5982425,2017-12-01,2017-12-02
15802,Plain Jane,A$AP Ferg,5963090,2017-12-01,2017-12-02
15803,Bank Account,21 Savage,5845017,2017-12-01,2017-12-02
15804,Too Good At Goodbyes,Sam Smith,5619244,2017-12-01,2017-12-02
15805,Wolves,Selena Gomez,5211212,2017-12-01,2017-12-02
15806,MotorSport,Migos,5131897,2017-12-01,2017-12-02
15807,Perfect,Ed Sheeran,5057808,2017-12-01,2017-12-02
15808,XO TOUR Llif3,Lil Uzi Vert,4923983,2017-12-01,2017-12-02
15809,1-800-273-8255,Logic,4863270,2017-12-01,2017-12-02
15810,Young Dumb & Broke,Khalid,4862860,2017-12-01,2017-12-02
15811,Let You Down,NF,4854094,2017-12-01,2017-12-02
15812,I Get The Bag,Gucci Mane,4715808,2017-12-01,2017-12-02
15813,All I Want for Christmas Is You,Mariah Carey,4531340,2017-12-01,2017-12-02
15814,What Lovers Do,Maroon 5,4519168,2017-12-01,2017-12-02
15815,Congratulations,Post Malone,4419783,2017-12-01,2017-12-02
15816,New Rules,Dua Lipa,4321759,2017-12-01,2017-12-02
15817,Meant to Be,Bebe Rexha,4135890,2017-12-01,2017-12-02
15818,Silence,Marshmello,4089164,2017-12-01,2017-12-02
15819,Let Me Go,"Hailee Steinfeld, Alesso, Florida Georgia Line, watt",4015430,2017-12-01,2017-12-02
15820,Bodak Yellow,Cardi B,3985938,2017-12-01,2017-12-02
15821,PICK IT UP,Famous Dex,3979714,2017-12-01,2017-12-02
15822,Betrayed,Lil Xan,3959804,2017-12-01,2017-12-02
15823,Ghostface Killers,21 Savage,3873297,2017-12-01,2017-12-02
15824,Bad At Love,Halsey,3854693,2017-12-01,2017-12-02
15825,Roll In Peace,Kodak Black,3671437,2017-12-01,2017-12-02
15826,HUMBLE.,Kendrick Lamar,3670915,2017-12-01,2017-12-02
15827,BUTTERFLY EFFECT,Travis Scott,3550140,2017-12-01,2017-12-02
15828,Jocelyn Flores,XXXTENTACION,3490704,2017-12-01,2017-12-02
15829,Unforgettable,French Montana,3466926,2017-12-01,2017-12-02
15830,goosebumps,Travis Scott,3464212,2017-12-01,2017-12-02
15831,Sorry Not Sorry,Demi Lovato,3406360,2017-12-01,2017-12-02
15832,Wanted You,NAV,3399941,2017-12-01,2017-12-02
15833,LOVE.,Kendrick Lamar,3341882,2017-12-01,2017-12-02
8050,Mi Gente,J Balvin,2951351,2017-10-27,2017-10-28
15835,Fuck Love,XXXTENTACION,3293820,2017-12-01,2017-12-02
15836,Thunder,Imagine Dragons,3288125,2017-12-01,2017-12-02
15837,Location,Khalid,3166471,2017-12-01,2017-12-02
15838,Rockin' Around The Christmas Tree - Single Version,Brenda Lee,3103865,2017-12-01,2017-12-02
15839,How Long,Charlie Puth,3017286,2017-12-01,2017-12-02
15840,Drowning,A Boogie Wit da Hoodie,3008327,2017-12-01,2017-12-02
15841,Slippery,Migos,3007974,2017-12-01,2017-12-02
15842,Codeine Dreaming,Kodak Black,2820196,2017-12-01,2017-12-02
15843,Dusk Till Dawn - Radio Edit,ZAYN,2758846,2017-12-01,2017-12-02
15844,Rake It Up,Yo Gotti,2743339,2017-12-01,2017-12-02
15845,Rubbin Off The Paint,YBN Nahmir,2739217,2017-12-01,2017-12-02
15846,Feel It Still,Portugal. The Man,2639102,2017-12-01,2017-12-02
15847,Go Flex,Post Malone,2628340,2017-12-01,2017-12-02
15848,It's the Most Wonderful Time of the Year,Andy Williams,2566225,2017-12-01,2017-12-02
15849,The Race,Tay-K,2542586,2017-12-01,2017-12-02
15850,Échame La Culpa,Luis Fonsi,2512148,2017-12-01,2017-12-02
15851,I Miss You,Clean Bandit,2432515,2017-12-01,2017-12-02
15852,GUMMO,6ix9ine,2425888,2017-12-01,2017-12-02
15853,Last Christmas,Wham!,2413981,2017-12-01,2017-12-02
15854,Wait,Maroon 5,2334195,2017-12-01,2017-12-02
15855,Jingle Bell Rock,Anita Kerr Singers,2329153,2017-12-01,2017-12-02
15856,Havana - Remix,Camila Cabello,2291703,2017-12-01,2017-12-02
15857,Sky Walker,Miguel,2274191,2017-12-01,2017-12-02
15858,Relationship,Young Thug,2220421,2017-12-01,2017-12-02
15859,Believer,Imagine Dragons,2207714,2017-12-01,2017-12-02
15860,New Freezer,Rich The Kid,2191522,2017-12-01,2017-12-02
15861,DNA.,Kendrick Lamar,2170532,2017-12-01,2017-12-02
15862,MIC Drop,BTS,2163684,2017-12-01,2017-12-02
